Filename,Anomaly_Score,MSE,SSIM_Delta,KLD,Is_Anomaly
tile_19094.npy,0.5235336,0.042098433,0.9996571,2.6558242,False
tile_12635.npy,0.5234446,0.042057075,0.99969625,2.5679417,False
tile_15460.npy,0.5234379,0.042061746,0.99971545,2.5493443,False
tile_14896.npy,0.5234349,0.041891966,0.99976397,2.6068997,False
tile_16938.npy,0.5234106,0.042063154,0.9996692,2.5444381,False
tile_7888.npy,0.5234103,0.041910548,0.9997031,2.6035,False
tile_21113.npy,0.5234083,0.041925844,0.9997869,2.5519037,False
tile_15891.npy,0.52340376,0.04187387,0.99972457,2.6045418,False
tile_12947.npy,0.5233979,0.04183271,0.9997586,2.6022508,False
tile_14352.npy,0.5233898,0.041591845,0.9996277,2.7800343,False
tile_11586.npy,0.5233663,0.04211621,0.9996082,2.5040336,False
tile_14192.npy,0.52336615,0.041860625,0.99965966,2.6060438,False
tile_14403.npy,0.5233508,0.041859426,0.99963784,2.6021605,False
tile_17460.npy,0.52334934,0.042026628,0.99958664,2.542741,False
tile_10547.npy,0.5233465,0.041827217,0.9997235,2.5711117,False
tile_12943.npy,0.5233383,0.04184448,0.99971837,2.5569243,False
tile_19902.npy,0.52332723,0.041771285,0.99965405,2.614581,False
tile_15801.npy,0.52329504,0.041626178,0.9997643,2.5997508,False
tile_20572.npy,0.5232903,0.041376863,0.99971485,2.7444615,False
tile_23029.npy,0.52328575,0.041699536,0.99962187,2.625071,False
tile_11788.npy,0.5232828,0.041731693,0.9996552,2.5893755,False
tile_7876.npy,0.5232823,0.04159651,0.9996389,2.664595,False
tile_13118.npy,0.5232642,0.041676186,0.99964154,2.6054053,False
tile_18056.npy,0.5232529,0.04146953,0.99974793,2.644159,False
tile_16480.npy,0.52325255,0.042026985,0.99970317,2.3874576,False
tile_11961.npy,0.5232504,0.0416535,0.9997109,2.5682094,False
tile_12473.npy,0.52324843,0.041736394,0.99968874,2.535873,False
tile_19243.npy,0.5232356,0.041651994,0.99969774,2.5607543,False
tile_13202.npy,0.5232143,0.041562855,0.9996038,2.6309316,False
tile_14162.npy,0.5232072,0.041639753,0.99961585,2.579405,False
tile_20486.npy,0.52320486,0.041647486,0.99967587,2.5431979,False
tile_19251.npy,0.5231923,0.04155422,0.999663,2.5836716,False
